name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	-5tolessthan5	5tolessthan15	15tolessthan25	25tolessthan35	35tolessthan45	45tolessthan55	55tolessthan65	65tolessthan75	75tolessthan85	85tolessthan95	95tolessthan105	105tolessthan115	completeIS_0.95	1828223	1829482	1260	<unknown id>	ISNpu7_orf1 	IS701	-	1745.0	0.0	(-1, 0)	0.998	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	0	1	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:420	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:1	sbjct_end:420	expected:0.0	score:1745.0	query_length:1268	query_start:3	identities:308	align_length:420	positives:370	query_end:1262	frame:(-1, 0)	bits:676.781	mod_query_start:1828222	mod_query_end:1829481	perc_of_orf:0.998	
IS	3504264	3504941	678	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	728.0	2.26409e-95	(-1, 0)	0.543	Synechococcus sp.	2.0	0	0	0	0	8	3	4	8	8	16	48	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:226	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:191	sbjct_end:416	expected:2.26409e-95	score:728.0	query_length:860	query_start:93	identities:136	align_length:226	positives:174	query_end:770	frame:(-1, 0)	bits:285.034	mod_query_start:3504263	mod_query_end:3504940	perc_of_orf:0.543	
IS	3504264	3504941	678	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	728.0	2.26409e-95	(-1, 0)	0.543	Synechococcus sp.	2.0	0	0	0	0	8	4	4	8	8	16	48	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:226	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:191	sbjct_end:416	expected:2.26409e-95	score:728.0	query_length:860	query_start:93	identities:136	align_length:226	positives:174	query_end:770	frame:(-1, 0)	bits:285.034	mod_query_start:3504263	mod_query_end:3504940	perc_of_orf:0.543	
ISstart	43314	43880	567	<unknown id>	ISCasp2_orf1 	ISKra4	ISKra4	723.0	1.75492e-94	(-1, 0)	0.336	Calothrix sp.	1.0	0	0	0	1	8	4	4	8	8	16	48	0	is_name:ISCasp2_orf1 	original_orf:551	original_aa_length:185	family:ISKra4	group:ISKra4	origin:Calothrix sp.	ntlength:1773.0	orflength:551	numorfs:1.0	sbjct_start:20	sbjct_end:204	expected:1.75492e-94	score:723.0	query_length:575	query_start:6	identities:155	align_length:189	positives:161	query_end:572	frame:(-1, 0)	bits:283.108	mod_query_start:43313	mod_query_end:43879	perc_of_orf:0.336	
ISstart	43314	43880	567	<unknown id>	ISCasp2_orf1 	ISKra4	ISKra4	723.0	1.75492e-94	(-1, 0)	0.336	Calothrix sp.	1.0	0	0	0	2	8	4	4	8	8	16	48	0	is_name:ISCasp2_orf1 	original_orf:551	original_aa_length:185	family:ISKra4	group:ISKra4	origin:Calothrix sp.	ntlength:1773.0	orflength:551	numorfs:1.0	sbjct_start:20	sbjct_end:204	expected:1.75492e-94	score:723.0	query_length:575	query_start:6	identities:155	align_length:189	positives:161	query_end:572	frame:(-1, 0)	bits:283.108	mod_query_start:43313	mod_query_end:43879	perc_of_orf:0.336	
ISstart	43314	43880	567	<unknown id>	ISCasp2_orf1 	ISKra4	ISKra4	723.0	1.75492e-94	(-1, 0)	0.336	Calothrix sp.	1.0	0	0	0	3	8	4	4	8	8	16	48	0	is_name:ISCasp2_orf1 	original_orf:551	original_aa_length:185	family:ISKra4	group:ISKra4	origin:Calothrix sp.	ntlength:1773.0	orflength:551	numorfs:1.0	sbjct_start:20	sbjct_end:204	expected:1.75492e-94	score:723.0	query_length:575	query_start:6	identities:155	align_length:189	positives:161	query_end:572	frame:(-1, 0)	bits:283.108	mod_query_start:43313	mod_query_end:43879	perc_of_orf:0.336	
ISstart	43314	43880	567	<unknown id>	ISCasp2_orf1 	ISKra4	ISKra4	723.0	1.75492e-94	(-1, 0)	0.336	Calothrix sp.	1.0	0	0	0	4	8	4	4	8	8	16	48	0	is_name:ISCasp2_orf1 	original_orf:551	original_aa_length:185	family:ISKra4	group:ISKra4	origin:Calothrix sp.	ntlength:1773.0	orflength:551	numorfs:1.0	sbjct_start:20	sbjct_end:204	expected:1.75492e-94	score:723.0	query_length:575	query_start:6	identities:155	align_length:189	positives:161	query_end:572	frame:(-1, 0)	bits:283.108	mod_query_start:43313	mod_query_end:43879	perc_of_orf:0.336	
wholeIS_0.8	3912640	3913887	1248	<unknown id>	ISHwa32_orf1 	IS200/IS605	IS1341	699.0	1.36704e-88	(3, 0)	0.949	Haloquadratum walsbyi	1.0	0	0	0	4	8	4	4	8	8	17	48	0	is_name:ISHwa32_orf1 	original_orf:447	original_aa_length:424	family:IS200/IS605	group:IS1341	origin:Haloquadratum walsbyi	ntlength:1473.0	orflength:447	numorfs:1.0	sbjct_start:1	sbjct_end:424	expected:1.36704e-88	score:699.0	query_length:1262	query_start:15	identities:167	align_length:435	positives:248	query_end:1262	frame:(3, 0)	bits:273.863	mod_query_start:3912639	mod_query_end:3913886	perc_of_orf:0.949	
wholeIS_0.8	3912640	3913887	1248	<unknown id>	ISHwa32_orf1 	IS200/IS605	IS1341	699.0	1.36704e-88	(3, 0)	0.949	Haloquadratum walsbyi	1.0	0	0	0	4	8	4	4	8	8	18	48	0	is_name:ISHwa32_orf1 	original_orf:447	original_aa_length:424	family:IS200/IS605	group:IS1341	origin:Haloquadratum walsbyi	ntlength:1473.0	orflength:447	numorfs:1.0	sbjct_start:1	sbjct_end:424	expected:1.36704e-88	score:699.0	query_length:1262	query_start:15	identities:167	align_length:435	positives:248	query_end:1262	frame:(3, 0)	bits:273.863	mod_query_start:3912639	mod_query_end:3913886	perc_of_orf:0.949	
wholeIS_0.8	3912640	3913887	1248	<unknown id>	ISHwa32_orf1 	IS200/IS605	IS1341	699.0	1.36704e-88	(3, 0)	0.949	Haloquadratum walsbyi	1.0	0	0	0	4	8	4	4	8	8	19	48	0	is_name:ISHwa32_orf1 	original_orf:447	original_aa_length:424	family:IS200/IS605	group:IS1341	origin:Haloquadratum walsbyi	ntlength:1473.0	orflength:447	numorfs:1.0	sbjct_start:1	sbjct_end:424	expected:1.36704e-88	score:699.0	query_length:1262	query_start:15	identities:167	align_length:435	positives:248	query_end:1262	frame:(3, 0)	bits:273.863	mod_query_start:3912639	mod_query_end:3913886	perc_of_orf:0.949	
wholeIS_0.8	3912640	3913887	1248	<unknown id>	ISHwa32_orf1 	IS200/IS605	IS1341	699.0	1.36704e-88	(3, 0)	0.949	Haloquadratum walsbyi	1.0	0	0	0	4	8	4	4	8	8	20	48	0	is_name:ISHwa32_orf1 	original_orf:447	original_aa_length:424	family:IS200/IS605	group:IS1341	origin:Haloquadratum walsbyi	ntlength:1473.0	orflength:447	numorfs:1.0	sbjct_start:1	sbjct_end:424	expected:1.36704e-88	score:699.0	query_length:1262	query_start:15	identities:167	align_length:435	positives:248	query_end:1262	frame:(3, 0)	bits:273.863	mod_query_start:3912639	mod_query_end:3913886	perc_of_orf:0.949	
IS	4769101	4769805	705	<unknown id>	ISAcma35_orf3 	IS630	-	693.0	9.67624e-100	(-3, 0)	0.616	Acaryochloris marina	3.0	0	0	0	4	8	4	5	8	8	20	48	0	is_name:ISAcma35_orf3 	original_orf:372	original_aa_length:229	family:IS630	group:-	origin:Acaryochloris marina	ntlength:1201.0	orflength:372	numorfs:3.0	sbjct_start:139	sbjct_end:367	expected:9.67624e-100	score:693.0	query_length:1144	query_start:12	identities:130	align_length:235	positives:163	query_end:716	frame:(-3, 0)	bits:271.552	mod_query_start:4769100	mod_query_end:4769804	perc_of_orf:0.616	
IS	4769101	4769805	705	<unknown id>	ISAcma35_orf3 	IS630	-	693.0	9.67624e-100	(-3, 0)	0.616	Acaryochloris marina	3.0	0	0	0	4	8	4	6	8	8	20	48	0	is_name:ISAcma35_orf3 	original_orf:372	original_aa_length:229	family:IS630	group:-	origin:Acaryochloris marina	ntlength:1201.0	orflength:372	numorfs:3.0	sbjct_start:139	sbjct_end:367	expected:9.67624e-100	score:693.0	query_length:1144	query_start:12	identities:130	align_length:235	positives:163	query_end:716	frame:(-3, 0)	bits:271.552	mod_query_start:4769100	mod_query_end:4769804	perc_of_orf:0.616	
IS	4769101	4769805	705	<unknown id>	ISAcma35_orf3 	IS630	-	693.0	9.67624e-100	(-3, 0)	0.616	Acaryochloris marina	3.0	0	0	0	4	8	4	7	8	8	20	48	0	is_name:ISAcma35_orf3 	original_orf:372	original_aa_length:229	family:IS630	group:-	origin:Acaryochloris marina	ntlength:1201.0	orflength:372	numorfs:3.0	sbjct_start:139	sbjct_end:367	expected:9.67624e-100	score:693.0	query_length:1144	query_start:12	identities:130	align_length:235	positives:163	query_end:716	frame:(-3, 0)	bits:271.552	mod_query_start:4769100	mod_query_end:4769804	perc_of_orf:0.616	
IS	4769101	4769805	705	<unknown id>	ISAcma35_orf3 	IS630	-	693.0	9.67624e-100	(-3, 0)	0.616	Acaryochloris marina	3.0	0	0	0	4	8	4	8	8	8	20	48	0	is_name:ISAcma35_orf3 	original_orf:372	original_aa_length:229	family:IS630	group:-	origin:Acaryochloris marina	ntlength:1201.0	orflength:372	numorfs:3.0	sbjct_start:139	sbjct_end:367	expected:9.67624e-100	score:693.0	query_length:1144	query_start:12	identities:130	align_length:235	positives:163	query_end:716	frame:(-3, 0)	bits:271.552	mod_query_start:4769100	mod_query_end:4769804	perc_of_orf:0.616	
completeIS_0.95	1609632	1610030	399	<unknown id>	ISNsp2_orf1 	IS200/IS605	-	687.0	1.2757e-95	(3, 0)	1.0	Nostoc sp.	2.0	0	0	0	4	8	4	8	8	8	20	49	0	is_name:ISNsp2_orf1 	original_orf:133	original_aa_length:133	family:IS200/IS605	group:-	origin:Nostoc sp.	ntlength:1718.0	orflength:133	numorfs:2.0	sbjct_start:1	sbjct_end:133	expected:1.2757e-95	score:687.0	query_length:419	query_start:21	identities:121	align_length:133	positives:132	query_end:419	frame:(3, 0)	bits:269.24	mod_query_start:1609631	mod_query_end:1610029	perc_of_orf:1.0	
completeIS_0.95	1609632	1610030	399	<unknown id>	ISNsp2_orf1 	IS200/IS605	-	687.0	1.2757e-95	(3, 0)	1.0	Nostoc sp.	2.0	0	0	0	4	8	4	8	8	8	20	50	0	is_name:ISNsp2_orf1 	original_orf:133	original_aa_length:133	family:IS200/IS605	group:-	origin:Nostoc sp.	ntlength:1718.0	orflength:133	numorfs:2.0	sbjct_start:1	sbjct_end:133	expected:1.2757e-95	score:687.0	query_length:419	query_start:21	identities:121	align_length:133	positives:132	query_end:419	frame:(3, 0)	bits:269.24	mod_query_start:1609631	mod_query_end:1610029	perc_of_orf:1.0	
completeIS_0.95	1609632	1610030	399	<unknown id>	ISNsp2_orf1 	IS200/IS605	-	687.0	1.2757e-95	(3, 0)	1.0	Nostoc sp.	2.0	0	0	0	4	8	4	8	8	8	20	51	0	is_name:ISNsp2_orf1 	original_orf:133	original_aa_length:133	family:IS200/IS605	group:-	origin:Nostoc sp.	ntlength:1718.0	orflength:133	numorfs:2.0	sbjct_start:1	sbjct_end:133	expected:1.2757e-95	score:687.0	query_length:419	query_start:21	identities:121	align_length:133	positives:132	query_end:419	frame:(3, 0)	bits:269.24	mod_query_start:1609631	mod_query_end:1610029	perc_of_orf:1.0	
completeIS_0.95	1609632	1610030	399	<unknown id>	ISNsp2_orf1 	IS200/IS605	-	687.0	1.2757e-95	(3, 0)	1.0	Nostoc sp.	2.0	0	0	0	4	8	4	8	8	8	20	52	0	is_name:ISNsp2_orf1 	original_orf:133	original_aa_length:133	family:IS200/IS605	group:-	origin:Nostoc sp.	ntlength:1718.0	orflength:133	numorfs:2.0	sbjct_start:1	sbjct_end:133	expected:1.2757e-95	score:687.0	query_length:419	query_start:21	identities:121	align_length:133	positives:132	query_end:419	frame:(3, 0)	bits:269.24	mod_query_start:1609631	mod_query_end:1610029	perc_of_orf:1.0	
wholeIS_0.8	2273794	2274876	1083	<unknown id>	ISTvo1_orf2 	IS607	-	638.0	1.11656e-80	(3, 0)	0.892	Thermoplasma volcanium	2.0	0	0	0	4	8	4	8	8	8	21	52	0	is_name:ISTvo1_orf2 	original_orf:416	original_aa_length:371	family:IS607	group:-	origin:Thermoplasma volcanium	ntlength:1897.0	orflength:416	numorfs:2.0	sbjct_start:20	sbjct_end:390	expected:1.11656e-80	score:638.0	query_length:1094	query_start:12	identities:144	align_length:373	positives:215	query_end:1094	frame:(3, 0)	bits:250.366	mod_query_start:2273793	mod_query_end:2274875	perc_of_orf:0.892	
wholeIS_0.8	2273794	2274876	1083	<unknown id>	ISTvo1_orf2 	IS607	-	638.0	1.11656e-80	(3, 0)	0.892	Thermoplasma volcanium	2.0	0	0	0	4	8	4	8	8	8	22	52	0	is_name:ISTvo1_orf2 	original_orf:416	original_aa_length:371	family:IS607	group:-	origin:Thermoplasma volcanium	ntlength:1897.0	orflength:416	numorfs:2.0	sbjct_start:20	sbjct_end:390	expected:1.11656e-80	score:638.0	query_length:1094	query_start:12	identities:144	align_length:373	positives:215	query_end:1094	frame:(3, 0)	bits:250.366	mod_query_start:2273793	mod_query_end:2274875	perc_of_orf:0.892	
wholeIS_0.8	2273794	2274876	1083	<unknown id>	ISTvo1_orf2 	IS607	-	638.0	1.11656e-80	(3, 0)	0.892	Thermoplasma volcanium	2.0	0	0	0	4	8	4	8	8	8	23	52	0	is_name:ISTvo1_orf2 	original_orf:416	original_aa_length:371	family:IS607	group:-	origin:Thermoplasma volcanium	ntlength:1897.0	orflength:416	numorfs:2.0	sbjct_start:20	sbjct_end:390	expected:1.11656e-80	score:638.0	query_length:1094	query_start:12	identities:144	align_length:373	positives:215	query_end:1094	frame:(3, 0)	bits:250.366	mod_query_start:2273793	mod_query_end:2274875	perc_of_orf:0.892	
wholeIS_0.8	2273794	2274876	1083	<unknown id>	ISTvo1_orf2 	IS607	-	638.0	1.11656e-80	(3, 0)	0.892	Thermoplasma volcanium	2.0	0	0	0	4	8	4	8	8	8	24	52	0	is_name:ISTvo1_orf2 	original_orf:416	original_aa_length:371	family:IS607	group:-	origin:Thermoplasma volcanium	ntlength:1897.0	orflength:416	numorfs:2.0	sbjct_start:20	sbjct_end:390	expected:1.11656e-80	score:638.0	query_length:1094	query_start:12	identities:144	align_length:373	positives:215	query_end:1094	frame:(3, 0)	bits:250.366	mod_query_start:2273793	mod_query_end:2274875	perc_of_orf:0.892	
IS	1383255	1383665	411	<unknown id>	ISNpu7_orf1 	IS701	-	605.0	5.73087e-77	(-1, 0)	0.325	Nostoc punctiforme	1.0	0	0	0	5	8	4	8	8	8	24	52	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:137	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:285	sbjct_end:421	expected:5.73087e-77	score:605.0	query_length:833	query_start:423	identities:107	align_length:137	positives:122	query_end:833	frame:(-1, 0)	bits:237.654	mod_query_start:1383254	mod_query_end:1383664	perc_of_orf:0.325	
IS	2092756	2093778	1023	<unknown id>	ISBth14_orf1 	IS200/IS605	IS1341	605.0	2.57989e-74	(-1, 0)	0.726	Bacillus thuringiensis	1.0	0	0	0	5	8	4	8	9	8	24	52	0	is_name:ISBth14_orf1 	original_orf:489	original_aa_length:355	family:IS200/IS605	group:IS1341	origin:Bacillus thuringiensis	ntlength:1664.0	orflength:489	numorfs:1.0	sbjct_start:118	sbjct_end:472	expected:2.57989e-74	score:605.0	query_length:1226	query_start:54	identities:149	align_length:361	positives:219	query_end:1076	frame:(-1, 0)	bits:237.654	mod_query_start:2092755	mod_query_end:2093777	perc_of_orf:0.726	
IS	1383255	1383665	411	<unknown id>	ISNpu7_orf1 	IS701	-	605.0	5.73087e-77	(-1, 0)	0.325	Nostoc punctiforme	1.0	0	0	0	6	8	4	8	9	8	24	52	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:137	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:285	sbjct_end:421	expected:5.73087e-77	score:605.0	query_length:833	query_start:423	identities:107	align_length:137	positives:122	query_end:833	frame:(-1, 0)	bits:237.654	mod_query_start:1383254	mod_query_end:1383664	perc_of_orf:0.325	
IS	2092756	2093778	1023	<unknown id>	ISBth14_orf1 	IS200/IS605	IS1341	605.0	2.57989e-74	(-1, 0)	0.726	Bacillus thuringiensis	1.0	0	0	0	6	8	4	8	10	8	24	52	0	is_name:ISBth14_orf1 	original_orf:489	original_aa_length:355	family:IS200/IS605	group:IS1341	origin:Bacillus thuringiensis	ntlength:1664.0	orflength:489	numorfs:1.0	sbjct_start:118	sbjct_end:472	expected:2.57989e-74	score:605.0	query_length:1226	query_start:54	identities:149	align_length:361	positives:219	query_end:1076	frame:(-1, 0)	bits:237.654	mod_query_start:2092755	mod_query_end:2093777	perc_of_orf:0.726	
IS	1383255	1383665	411	<unknown id>	ISNpu7_orf1 	IS701	-	605.0	5.73087e-77	(-1, 0)	0.325	Nostoc punctiforme	1.0	0	0	0	7	8	4	8	10	8	24	52	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:137	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:285	sbjct_end:421	expected:5.73087e-77	score:605.0	query_length:833	query_start:423	identities:107	align_length:137	positives:122	query_end:833	frame:(-1, 0)	bits:237.654	mod_query_start:1383254	mod_query_end:1383664	perc_of_orf:0.325	
IS	2092756	2093778	1023	<unknown id>	ISBth14_orf1 	IS200/IS605	IS1341	605.0	2.57989e-74	(-1, 0)	0.726	Bacillus thuringiensis	1.0	0	0	0	7	8	4	8	11	8	24	52	0	is_name:ISBth14_orf1 	original_orf:489	original_aa_length:355	family:IS200/IS605	group:IS1341	origin:Bacillus thuringiensis	ntlength:1664.0	orflength:489	numorfs:1.0	sbjct_start:118	sbjct_end:472	expected:2.57989e-74	score:605.0	query_length:1226	query_start:54	identities:149	align_length:361	positives:219	query_end:1076	frame:(-1, 0)	bits:237.654	mod_query_start:2092755	mod_query_end:2093777	perc_of_orf:0.726	
IS	1383255	1383665	411	<unknown id>	ISNpu7_orf1 	IS701	-	605.0	5.73087e-77	(-1, 0)	0.325	Nostoc punctiforme	1.0	0	0	0	8	8	4	8	11	8	24	52	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:137	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:285	sbjct_end:421	expected:5.73087e-77	score:605.0	query_length:833	query_start:423	identities:107	align_length:137	positives:122	query_end:833	frame:(-1, 0)	bits:237.654	mod_query_start:1383254	mod_query_end:1383664	perc_of_orf:0.325	
IS	2092756	2093778	1023	<unknown id>	ISBth14_orf1 	IS200/IS605	IS1341	605.0	2.57989e-74	(-1, 0)	0.726	Bacillus thuringiensis	1.0	0	0	0	8	8	4	8	12	8	24	52	0	is_name:ISBth14_orf1 	original_orf:489	original_aa_length:355	family:IS200/IS605	group:IS1341	origin:Bacillus thuringiensis	ntlength:1664.0	orflength:489	numorfs:1.0	sbjct_start:118	sbjct_end:472	expected:2.57989e-74	score:605.0	query_length:1226	query_start:54	identities:149	align_length:361	positives:219	query_end:1076	frame:(-1, 0)	bits:237.654	mod_query_start:2092755	mod_query_end:2093777	perc_of_orf:0.726	
completeIS_0.95	954918	956015	1098	<unknown id>	ISMma19_orf2 	IS200/IS605	-	603.0	1.35604e-75	(3, 0)	0.955	Methanosarcina mazei	2.0	0	0	0	8	8	4	8	12	8	24	53	0	is_name:ISMma19_orf2 	original_orf:379	original_aa_length:362	family:IS200/IS605	group:-	origin:Methanosarcina mazei	ntlength:1708.0	orflength:379	numorfs:2.0	sbjct_start:10	sbjct_end:371	expected:1.35604e-75	score:603.0	query_length:1154	query_start:9	identities:155	align_length:377	positives:215	query_end:1106	frame:(3, 0)	bits:236.884	mod_query_start:954917	mod_query_end:956014	perc_of_orf:0.955	
completeIS_0.95	954918	956015	1098	<unknown id>	ISMma19_orf2 	IS200/IS605	-	603.0	1.35604e-75	(3, 0)	0.955	Methanosarcina mazei	2.0	0	0	0	8	8	4	8	12	8	24	54	0	is_name:ISMma19_orf2 	original_orf:379	original_aa_length:362	family:IS200/IS605	group:-	origin:Methanosarcina mazei	ntlength:1708.0	orflength:379	numorfs:2.0	sbjct_start:10	sbjct_end:371	expected:1.35604e-75	score:603.0	query_length:1154	query_start:9	identities:155	align_length:377	positives:215	query_end:1106	frame:(3, 0)	bits:236.884	mod_query_start:954917	mod_query_end:956014	perc_of_orf:0.955	
completeIS_0.95	954918	956015	1098	<unknown id>	ISMma19_orf2 	IS200/IS605	-	603.0	1.35604e-75	(3, 0)	0.955	Methanosarcina mazei	2.0	0	0	0	8	8	4	8	12	8	24	55	0	is_name:ISMma19_orf2 	original_orf:379	original_aa_length:362	family:IS200/IS605	group:-	origin:Methanosarcina mazei	ntlength:1708.0	orflength:379	numorfs:2.0	sbjct_start:10	sbjct_end:371	expected:1.35604e-75	score:603.0	query_length:1154	query_start:9	identities:155	align_length:377	positives:215	query_end:1106	frame:(3, 0)	bits:236.884	mod_query_start:954917	mod_query_end:956014	perc_of_orf:0.955	
completeIS_0.95	954918	956015	1098	<unknown id>	ISMma19_orf2 	IS200/IS605	-	603.0	1.35604e-75	(3, 0)	0.955	Methanosarcina mazei	2.0	0	0	0	8	8	4	8	12	8	24	56	0	is_name:ISMma19_orf2 	original_orf:379	original_aa_length:362	family:IS200/IS605	group:-	origin:Methanosarcina mazei	ntlength:1708.0	orflength:379	numorfs:2.0	sbjct_start:10	sbjct_end:371	expected:1.35604e-75	score:603.0	query_length:1154	query_start:9	identities:155	align_length:377	positives:215	query_end:1106	frame:(3, 0)	bits:236.884	mod_query_start:954917	mod_query_end:956014	perc_of_orf:0.955	
IS	2501807	2502520	714	<unknown id>	ISAtsp4_orf1 	IS630	-	599.0	1.09268e-77	(3, 0)	0.708	Arthrospira sp.	1.0	0	0	0	8	8	4	8	13	8	24	56	0	is_name:ISAtsp4_orf1 	original_orf:336	original_aa_length:238	family:IS630	group:-	origin:Arthrospira sp.	ntlength:1138.0	orflength:336	numorfs:1.0	sbjct_start:2	sbjct_end:239	expected:1.09268e-77	score:599.0	query_length:716	query_start:3	identities:122	align_length:247	positives:160	query_end:716	frame:(3, 0)	bits:235.343	mod_query_start:2501806	mod_query_end:2502519	perc_of_orf:0.708	
IS	4153752	4154330	579	<unknown id>	ISMae26_orf3 	IS630	-	599.0	6.67593e-79	(1, 0)	0.611	Microcystis aeruginosa	3.0	0	0	0	8	8	4	9	13	8	24	56	0	is_name:ISMae26_orf3 	original_orf:316	original_aa_length:193	family:IS630	group:-	origin:Microcystis aeruginosa	ntlength:1030.0	orflength:316	numorfs:3.0	sbjct_start:124	sbjct_end:316	expected:6.67593e-79	score:599.0	query_length:912	query_start:334	identities:107	align_length:193	positives:143	query_end:912	frame:(1, 0)	bits:235.343	mod_query_start:4153751	mod_query_end:4154329	perc_of_orf:0.611	
IS	2501807	2502520	714	<unknown id>	ISAtsp4_orf1 	IS630	-	599.0	1.09268e-77	(3, 0)	0.708	Arthrospira sp.	1.0	0	0	0	8	8	4	9	14	8	24	56	0	is_name:ISAtsp4_orf1 	original_orf:336	original_aa_length:238	family:IS630	group:-	origin:Arthrospira sp.	ntlength:1138.0	orflength:336	numorfs:1.0	sbjct_start:2	sbjct_end:239	expected:1.09268e-77	score:599.0	query_length:716	query_start:3	identities:122	align_length:247	positives:160	query_end:716	frame:(3, 0)	bits:235.343	mod_query_start:2501806	mod_query_end:2502519	perc_of_orf:0.708	
IS	4153752	4154330	579	<unknown id>	ISMae26_orf3 	IS630	-	599.0	6.67593e-79	(1, 0)	0.611	Microcystis aeruginosa	3.0	0	0	0	8	8	4	10	14	8	24	56	0	is_name:ISMae26_orf3 	original_orf:316	original_aa_length:193	family:IS630	group:-	origin:Microcystis aeruginosa	ntlength:1030.0	orflength:316	numorfs:3.0	sbjct_start:124	sbjct_end:316	expected:6.67593e-79	score:599.0	query_length:912	query_start:334	identities:107	align_length:193	positives:143	query_end:912	frame:(1, 0)	bits:235.343	mod_query_start:4153751	mod_query_end:4154329	perc_of_orf:0.611	
IS	2501807	2502520	714	<unknown id>	ISAtsp4_orf1 	IS630	-	599.0	1.09268e-77	(3, 0)	0.708	Arthrospira sp.	1.0	0	0	0	8	8	4	10	15	8	24	56	0	is_name:ISAtsp4_orf1 	original_orf:336	original_aa_length:238	family:IS630	group:-	origin:Arthrospira sp.	ntlength:1138.0	orflength:336	numorfs:1.0	sbjct_start:2	sbjct_end:239	expected:1.09268e-77	score:599.0	query_length:716	query_start:3	identities:122	align_length:247	positives:160	query_end:716	frame:(3, 0)	bits:235.343	mod_query_start:2501806	mod_query_end:2502519	perc_of_orf:0.708	
IS	4153752	4154330	579	<unknown id>	ISMae26_orf3 	IS630	-	599.0	6.67593e-79	(1, 0)	0.611	Microcystis aeruginosa	3.0	0	0	0	8	8	4	11	15	8	24	56	0	is_name:ISMae26_orf3 	original_orf:316	original_aa_length:193	family:IS630	group:-	origin:Microcystis aeruginosa	ntlength:1030.0	orflength:316	numorfs:3.0	sbjct_start:124	sbjct_end:316	expected:6.67593e-79	score:599.0	query_length:912	query_start:334	identities:107	align_length:193	positives:143	query_end:912	frame:(1, 0)	bits:235.343	mod_query_start:4153751	mod_query_end:4154329	perc_of_orf:0.611	
IS	2501807	2502520	714	<unknown id>	ISAtsp4_orf1 	IS630	-	599.0	1.09268e-77	(3, 0)	0.708	Arthrospira sp.	1.0	0	0	0	8	8	4	11	16	8	24	56	0	is_name:ISAtsp4_orf1 	original_orf:336	original_aa_length:238	family:IS630	group:-	origin:Arthrospira sp.	ntlength:1138.0	orflength:336	numorfs:1.0	sbjct_start:2	sbjct_end:239	expected:1.09268e-77	score:599.0	query_length:716	query_start:3	identities:122	align_length:247	positives:160	query_end:716	frame:(3, 0)	bits:235.343	mod_query_start:2501806	mod_query_end:2502519	perc_of_orf:0.708	
IS	4153752	4154330	579	<unknown id>	ISMae26_orf3 	IS630	-	599.0	6.67593e-79	(1, 0)	0.611	Microcystis aeruginosa	3.0	0	0	0	8	8	4	12	16	8	24	56	0	is_name:ISMae26_orf3 	original_orf:316	original_aa_length:193	family:IS630	group:-	origin:Microcystis aeruginosa	ntlength:1030.0	orflength:316	numorfs:3.0	sbjct_start:124	sbjct_end:316	expected:6.67593e-79	score:599.0	query_length:912	query_start:334	identities:107	align_length:193	positives:143	query_end:912	frame:(1, 0)	bits:235.343	mod_query_start:4153751	mod_query_end:4154329	perc_of_orf:0.611	
IS	3910534	3910914	381	<unknown id>	ISTosp1_orf1 	IS200/IS605	IS1341	593.0	5.2413e-77	(-1, 0)	0.308	Tolypothrix sp.	1.0	0	0	0	9	8	4	12	16	8	24	56	0	is_name:ISTosp1_orf1 	original_orf:412	original_aa_length:127	family:IS200/IS605	group:IS1341	origin:Tolypothrix sp.	ntlength:1372.0	orflength:412	numorfs:1.0	sbjct_start:269	sbjct_end:395	expected:5.2413e-77	score:593.0	query_length:515	query_start:21	identities:107	align_length:127	positives:116	query_end:401	frame:(-1, 0)	bits:233.032	mod_query_start:3910533	mod_query_end:3910913	perc_of_orf:0.308	
